ADJ{affreux}, N{personnage.g=M num=SG}*	afʁøpɛʁsonaʒ	1	0
ADJ{seul}, N{bruit.g=M num=SG}*	sœlbʁɥi	1	0
ADJ{seul}, N{chose.g=F num=SG}*	sœlʃoz	1	0
ADJ{seul}, N{chose.g=F num=SG}*	sœlʃoz	1	0
ADJ{seul}, N{coup.g=M num=SG}*	sœlku	1	0
ADJ{seul}, N{coup.g=M num=SG}*	sœlku	1	0
ADJ{seul}, N{face.g=F num=SG}*	sœlfas	1	0
ADJ{seul}, N{fenêtre.g=F num=SG}*	sœlfœnɛtʁ	1	0
ADJ{seul}, N{informaticien.g=M num=SG}*	sœl3fɔʁmatisj3	1	0
ADJ{seul}, N{prépa.g=F num=SG}*	sœlpʁepa	1	0
ADJ{seul}, N{prépa.g=F num=SG}*	sœlpʁepa	1	0
ADJ{seul}, N{rassemblement.g=M num=PL}*	sœlʁas&blœm&	1	0
ADJ{seul}, N{sorte.g=F num=SG}*	sœlsɔʁt	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{seul}, N{titre.g=M num=PL}*	sœltitʁ	1	0
ADJ{superbe}, N{entrée.g=F num=SG}*	sypɛʁb&tʁe	1	0
ADJ{superbe}, N{lacs.g=M num=PL}*	sypɛʁblak	1	0
ADJ{super}, N{boulot.g=M num=SG}*	sypɛʁbulo	1	0
ADJ{super}, N{chapeau.g=M num=SG}*	sypɛʁʃapo	1	0
ADJ{super}, N{fashion.g=F num=SG}*	sypɛʁfaʃɔn	1	0
ADJ{super}, N{fort.g=M num=PL}*	sypɛʁfɔʁ	1	0
ADJ{super}, N{plaisir.g=M num=SG}*	sypɛʁpleziʁ	1	0
ADJ{super}, N{truc.g=M num=SG}*	sypɛʁtʁyk	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{sympathique}, N{maire.g=M num=SG}*	s3patikmɛʁ	1	0
ADJ{tout}, N{autour.g=M num=SG}*	tuotuʁ	1	0
ADJ{tout}, N{beau.g=M num=SG}*	tubo	1	0
ADJ{tout}, N{bord.g=M num=PL}*	tusbɔʁ	1	0
ADJ{tout}, N{bénef.g=M num=SG}*	tubenɛf	1	0
ADJ{tout}, N{cas.g=M num=PL}*	tuka	1	0
ADJ{tout}, N{cas.g=M num=PL}*	tuka	1	0
ADJ{tout}, N{cas.g=M num=PL}*	tuka	1	0
ADJ{tout}, N{cas.g=M num=PL}*	tuska	1	0
ADJ{tout}, N{chaud.g=F num=PL}*	tutʃod	1	0
ADJ{tout}, N{chaud.g=M num=SG}*	tuʃo	1	0
ADJ{tout}, N{con.g=M num=SG}*	tukQ	1	0
ADJ{tout}, N{content.g=M num=SG}*	tukQt&	1	0
ADJ{tout}, N{cuir.g=M num=SG}*	tukɥiʁ	1	0
ADJ{tout}, N{doit.g=M num=SG}*	tudwa	1	0
ADJ{tout}, N{ensemble.g=M num=SG}*	tus&s&bl	1	0
ADJ{tout}, N{façon.g=F num=PL}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=PL}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{façon.g=F num=SG}*	tutfasQ	1	0
ADJ{tout}, N{heureux.g=M num=PL}*	tuøʁø	1	0
ADJ{tout}, N{horizon.g=M num=PL}*	tuzoʁizQ	1	1
ADJ{tout}, N{horizon.g=M num=PL}*	tuzoʁizQ	1	1
ADJ{tout}, N{loupé.g=M num=SG}*	tulupe	1	0
ADJ{tout}, N{loupé.g=M num=SG}*	tulupe	1	0
ADJ{tout}, N{manière.g=F num=SG}*	tutmanjɛʁ	1	0
ADJ{tout}, N{manière.g=F num=SG}*	tutmanjɛʁ	1	0
ADJ{tout}, N{manière.g=F num=SG}*	tutmanjɛʁ	1	0
ADJ{tout}, N{manière.g=F num=SG}*	tutmanjɛʁ	1	0
ADJ{tout}, N{manière.g=F num=SG}*	tutmanjɛʁ	1	0
ADJ{tout}, N{manière.g=F num=SG}*	tutmanjɛʁ	1	0
ADJ{tout}, N{noir.g=M num=SG}*	tunwaʁ	1	0
ADJ{tout}, N{noir.g=M num=SG}*	tunwaʁ	1	0
ADJ{tout}, N{pareil.g=M num=SG}*	tupaʁɛj	1	0
ADJ{tout}, N{pareil.g=M num=SG}*	tupaʁɛj	1	0
ADJ{tout}, N{seul.g=F num=SG}*	tutsœl	1	0
ADJ{tout}, N{seul.g=F num=SG}*	tutsœl	1	0
ADJ{tout}, N{seul.g=F num=SG}*	tutsœl	1	0
ADJ{tout}, N{seul.g=F num=SG}*	tutsœl	1	0
ADJ{tout}, N{seul.g=F num=SG}*	tutsœl	1	0
ADJ{tout}, N{seul.g=F num=SG}*	tutsœl	1	0
ADJ{tout}, N{seul.g=M num=SG}*	tusœl	1	0
ADJ{tout}, N{seul.g=M num=SG}*	tusœl	1	0
ADJ{tout}, N{seul.g=M num=SG}*	tusœl	1	0
ADJ{tout}, N{seul.g=M num=SG}*	tusœl	1	0
ADJ{tout}, N{seul.g=M num=SG}*	tusœl	1	0
ADJ{tout}, N{sorte.g=F num=PL}*	tutsɔʁt	1	0
ADJ{tout}, N{sorte.g=F num=PL}*	tutsɔʁt	1	0
ADJ{tout}, N{sorte.g=F num=PL}*	tutsɔʁt	1	0
ADJ{tout}, N{ton.g=M num=SG}*	tutQ	1	0
ADJ{tout}, N{type.g=M num=PL}*	tustip	1	0
ADJ{tout}, N{va.g=M num=SG}*	tuva	1	0
ADJ{tout}, N{vert.g=M num=SG}*	tuvɛʁ	1	0
ADJ{tout}, N{vitesse.g=F num=SG}*	tutvitɛs	1	0
ADJ{tout}, N{vitesse.g=F num=SG}*	tutvitɛs	1	0
ADJ{tout}, N{âge.g=M num=SG}*	tutaʒ	1	1
ADJ{tout}, N{âge.g=M num=SG}*	tutaʒ	1	1
ADJ{tout}, N{équipée.g=F num=PL}*	tuekipe	1	0
ADJ{troisième}, N{année.g=F num=SG}*	tʁwazjɛmane	1	0
ADJ{troisième}, N{cycle.g=M num=SG}*	tʁwazjɛmsikl	1	0
ADJ{troisième}, N{cycle.g=M num=SG}*	tʁwazjɛmsikl	1	0
ADJ{vieux}, N{ferme.g=F num=SG}*	vjɛjfɛʁm	1	0
ADJ{vieux}, N{nounou.g=F num=SG}*	vjɛjnunu	1	0
ADJ{vieux}, N{oncle.g=M num=SG}*	vjɛjQkl	1	0
ADJ{vieux}, N{écrit.g=M num=PL}*	vjøzekʁi	1	1
ADJ{vite}, N{arrêté.g=M num=SG}*	vitaʁete	1	0
ADJ{vite}, N{fait.g=M num=SG}*	vitfɛ	1	0
ADJ{vrai}, N{appareil.g=M num=SG}*	vʁɛapaʁɛj	1	0
ADJ{vrai}, N{appareil.g=M num=SG}*	vʁɛapaʁɛj	1	0
ADJ{vrai}, N{médiateur.g=M num=SG}*	vʁɛmedjatœʁ	1	0
ADJ{vrai}, N{paire.g=F num=SG}*	vʁɛpɛʁ	1	0
ADJ{vrai}, N{projet.g=M num=PL}*	vʁɛpʁoʒɛ	1	0
ADJ{énorme}, N{entreprise.g=F num=SG}*	enɔʁm&tʁœpʁiz	1	0
DET{ArtDef}, N{abbé.g=M num=SG}*	labe	1	0
DET{ArtDef}, N{abeille.g=F num=PL}*	leabɛj	1	0
DET{ArtDef}, N{accent.g=M num=SG}*	laks&	1	0
DET{ArtDef}, N{accent.g=M num=SG}*	laks&	1	0
DET{ArtDef}, N{accent.g=M num=SG}*	laks&	1	0
DET{ArtDef}, N{accent.g=M num=SG}*	laks&	1	0
DET{ArtDef}, N{accent.g=M num=SG}*	laks&	1	0
DET{ArtDef}, N{accent.g=M num=SG}*	laks&	1	0
DET{ArtDef}, N{accueil.g=M num=SG}*	lakœj	1	0
DET{ArtDef}, N{acquisition.g=F num=SG}*	lakizisjQ	1	0
DET{ArtDef}, N{acquisition.g=F num=SG}*	lakizisjQ	1	0
DET{ArtDef}, N{acquisition.g=F num=SG}*	lakizisjQ	1	0
DET{ArtDef}, N{action.g=F num=PL}*	lezaksjQ	1	1
DET{ArtDef}, N{action.g=F num=PL}*	lezaksjQ	1	1
DET{ArtDef}, N{action.g=F num=SG}*	laksjQ	1	0
DET{ArtDef}, N{activité.g=F num=SG}*	laktivite	1	0
DET{ArtDef}, N{activité.g=F num=SG}*	laktivite	1	0
DET{ArtDef}, N{activité.g=F num=SG}*	laktivite	1	0
DET{ArtDef}, N{activité.g=F num=SG}*	laktivite	1	0
DET{ArtDef}, N{activité.g=F num=SG}*	laktivite	1	0
DET{ArtDef}, N{addition.g=F num=SG}*	ladisjQ	1	0
DET{ArtDef}, N{administration.g=F num=SG}*	ladministʁasjQ	1	0
DET{ArtDef}, N{administration.g=F num=SG}*	ladministʁasjQ	1	0
DET{ArtDef}, N{adolescence.g=F num=SG}*	ladoles&s	1	0
DET{ArtDef}, N{adresse.g=F num=PL}*	lezadʁɛs	1	1
DET{ArtDef}, N{affaire.g=F num=SG}*	lafɛʁ	1	0
DET{ArtDef}, N{aigu.g=M num=PL}*	leegy	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{air.g=M num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{aire.g=F num=SG}*	lɛʁ	1	0
DET{ArtDef}, N{aise.g=F num=SG}*	lɛz	1	0
DET{ArtDef}, N{alentour.g=M num=PL}*	lezal&tuʁ	1	1
DET{ArtDef}, N{alimentation.g=F num=SG}*	lalim&tasjQ	1	0
DET{ArtDef}, N{allemand.g=M num=SG}*	lalœm&	1	0
DET{ArtDef}, N{allemand.g=M num=SG}*	lalœm&	1	0
DET{ArtDef}, N{allemand.g=M num=SG}*	lalœm&	1	0
DET{ArtDef}, N{allocation.g=F num=PL}*	lezalokasjQ	1	1
DET{ArtDef}, N{allée.g=F num=PL}*	leale	1	0
DET{ArtDef}, N{allée.g=F num=SG}*	lale	1	0
DET{ArtDef}, N{alternance.g=F num=SG}*	laltɛʁn&s	1	0
DET{ArtDef}, N{ambassade.g=F num=SG}*	l&basad	1	0
DET{ArtDef}, N{ambassade.g=F num=SG}*	l&basad	1	0
DET{ArtDef}, N{ambiance.g=F num=SG}*	l&bj&s	1	0
DET{ArtDef}, N{ambiance.g=F num=SG}*	l&bj&s	1	0
DET{ArtDef}, N{ambiance.g=F num=SG}*	l&bj&s	1	0
DET{ArtDef}, N{ami.g=M num=PL}*	leami	1	0
DET{ArtDef}, N{ami.g=M num=PL}*	lezami	1	1
DET{ArtDef}, N{amicale.g=F num=PL}*	leamikal	1	0
DET{ArtDef}, N{amicale.g=F num=PL}*	leamikal	1	0
DET{ArtDef}, N{amicale.g=F num=PL}*	leamikal	1	0
DET{ArtDef}, N{amicale.g=F num=SG}*	lamikal	1	0
DET{ArtDef}, N{amicale.g=F num=SG}*	lamikal	1	0
DET{ArtDef}, N{amour.g=M num=SG}*	lamuʁ	1	0
DET{ArtDef}, N{an.g=M num=PL}*	le&	1	0
DET{ArtDef}, N{an.g=M num=PL}*	le&	1	0
DET{ArtDef}, N{an.g=M num=PL}*	le&	1	0
DET{ArtDef}, N{an.g=M num=PL}*	lez&	1	1
DET{ArtDef}, N{an.g=M num=PL}*	lez&	1	1
DET{ArtDef}, N{an.g=M num=PL}*	lez&	1	1
DET{ArtDef}, N{an.g=M num=PL}*	lez&	1	1
DET{ArtDef}, N{an.g=M num=SG}*	l&	1	0
DET{ArtDef}, N{an.g=M num=SG}*	l&	1	0
DET{ArtDef}, N{an.g=M num=SG}*	l&	1	0
DET{ArtDef}, N{an.g=M num=SG}*	l&	1	0
DET{ArtDef}, N{an.g=M num=SG}*	l&	1	0
DET{ArtDef}, N{an.g=M num=SG}*	l&	1	0
DET{ArtDef}, N{an.g=M num=SG}*	l&	1	0
DET{ArtDef}, N{analyse.g=F num=SG}*	lanaliz	1	0
DET{ArtDef}, N{ancien.g=F num=SG}*	l&sjɛn	1	0
DET{ArtDef}, N{ancien.g=M num=PL}*	le&sj3	1	0
DET{ArtDef}, N{ancien.g=M num=PL}*	le&sj3	1	0
DET{ArtDef}, N{ancien.g=M num=SG}*	l&sj3	1	0
DET{ArtDef}, N{ancien.g=M num=SG}*	l&sj3	1	0
DET{ArtDef}, N{anglais.g=M num=SG}*	l&glɛ	1	0
DET{ArtDef}, N{anglais.g=M num=SG}*	l&glɛ	1	0
DET{ArtDef}, N{anglais.g=M num=SG}*	l&glɛ	1	0
DET{ArtDef}, N{anglais.g=M num=SG}*	l&glɛ	1	0
DET{ArtDef}, N{anglais.g=M num=SG}*	l&glɛ	1	0
DET{ArtDef}, N{anglais.g=M num=SG}*	l&glɛ	1	0
DET{ArtDef}, N{anglais.g=M num=SG}*	l&glɛ	1	0
DET{ArtDef}, N{animal.g=M num=PL}*	leanimo	1	0
DET{ArtDef}, N{animal.g=M num=PL}*	lezanimo	1	1
DET{ArtDef}, N{animal.g=M num=PL}*	lezanimo	1	1
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=PL}*	leane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{année.g=F num=SG}*	lane	1	0
DET{ArtDef}, N{anonymat.g=M num=SG}*	lanonima	1	0
DET{ArtDef}, N{anorak.g=M num=SG}*	lanoʁak	1	0
DET{ArtDef}, N{antenne.g=F num=SG}*	l&tɛn	1	0
DET{ArtDef}, N{antenne.g=F num=SG}*	l&tɛn	1	0
DET{ArtDef}, N{appareil.g=M num=PL}*	leapaʁɛj	1	0
DET{ArtDef}, N{appareil.g=M num=SG}*	lapaʁɛj	1	0
DET{ArtDef}, N{appart.g=M num=PL}*	leapaʁ	1	0
DET{ArtDef}, N{appartement.g=M num=PL}*	leapaʁtœm&	1	0
DET{ArtDef}, N{appartement.g=M num=SG}*	lapaʁtœm&	1	0
DET{ArtDef}, N{appartement.g=M num=SG}*	lapaʁtœm&	1	0
DET{ArtDef}, N{apprentissage.g=M num=SG}*	lapʁ&tisaʒ	1	0
DET{ArtDef}, N{apéritif.g=M num=SG}*	lapeʁitif	1	0
DET{ArtDef}, N{aquavit.g=M num=SG}*	lakwavit	1	0
DET{ArtDef}, N{arbre.g=M num=PL}*	leaʁbʁ	1	0
DET{ArtDef}, N{arbre.g=M num=PL}*	leaʁbʁ	1	0
DET{ArtDef}, N{archive.g=F num=PL}*	leaʁʃiv	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{argent.g=M num=SG}*	laʁʒ&	1	0
DET{ArtDef}, N{armure.g=F num=SG}*	laʁmyʁ	1	0
DET{ArtDef}, N{armée.g=F num=SG}*	laʁme	1	0
DET{ArtDef}, N{arrivée.g=F num=SG}*	laʁive	1	0
DET{ArtDef}, N{arrivée.g=F num=SG}*	laʁive	1	0
DET{ArtDef}, N{arrière-saison.g=F num=SG}*	laʁjɛʁsɛzQ	1	0
DET{ArtDef}, N{art.g=M num=PL}*	leaʁ	1	0
DET{ArtDef}, N{art.g=M num=PL}*	lezaʁ	1	1
DET{ArtDef}, N{art.g=M num=SG}*	laʁ	1	0
DET{ArtDef}, N{art.g=M num=SG}*	laʁ	1	0
DET{ArtDef}, N{art.g=M num=SG}*	laʁ	1	0
DET{ArtDef}, N{art.g=M num=SG}*	laʁ	1	0
DET{ArtDef}, N{art.g=M num=SG}*	laʁ	1	0
DET{ArtDef}, N{article.g=M num=PL}*	lezaʁtikl	1	1
DET{ArtDef}, N{as.g=M num=SG}*	las	1	0
DET{ArtDef}, N{as.g=M num=SG}*	las	1	0
DET{ArtDef}, N{as.g=M num=SG}*	las	1	0
DET{ArtDef}, N{as.g=M num=SG}*	las	1	0
DET{ArtDef}, N{association.g=F num=SG}*	lasosjasjQ	1	0
DET{ArtDef}, N{association.g=F num=SG}*	lasosjasjQ	1	0
DET{ArtDef}, N{association.g=F num=SG}*	lasosjasjQ	1	0
DET{ArtDef}, N{association.g=F num=SG}*	lasosjasjQ	1	0
DET{ArtDef}, N{assurance.g=F num=SG}*	lasyʁ&s	1	0
DET{ArtDef}, N{attentat.g=M num=PL}*	leat&ta	1	0
DET{ArtDef}, N{attentat.g=M num=PL}*	leat&ta	1	0
DET{ArtDef}, N{audit.g=M num=SG}*	lodit	1	0
DET{ArtDef}, N{audit.g=M num=SG}*	lodit	1	0
DET{ArtDef}, N{aura.g=F num=PL}*	loʁa	1	0
DET{ArtDef}, N{aura.g=F num=SG}*	loʁa	1	0
DET{ArtDef}, N{autobus.g=M num=SG}*	lotobys	1	0
DET{ArtDef}, N{automatisme.g=M num=PL}*	lezotomatizm	1	1
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	leotʁ	1	0
DET{ArtDef}, N{autre.g=M num=PL}*	lezotʁ	1	1
DET{ArtDef}, N{autre.g=M num=PL}*	lezotʁ	1	1
DET{ArtDef}, N{autre.g=M num=PL}*	lezotʁ	1	1
DET{ArtDef}, N{autre.g=M num=PL}*	lezotʁ	1	1
DET{ArtDef}, N{autre.g=M num=PL}*	lezotʁ	1	1
DET{ArtDef}, N{autre.g=M num=PL}*	lezotʁ	1	1
DET{ArtDef}, N{autre.g=M num=PL}*	lezotʁ	1	1
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{autre.g=M num=SG}*	lotʁ	1	0
DET{ArtDef}, N{avance.g=F num=SG}*	lav&s	1	0
DET{ArtDef}, N{avantage.g=M num=SG}*	lav&taʒ	1	0
DET{ArtDef}, N{aventure.g=F num=SG}*	lav&tyʁ	1	0
DET{ArtDef}, N{avion.g=M num=SG}*	lavjQ	1	0
DET{ArtDef}, N{avion.g=M num=SG}*	lavjQ	1	0
DET{ArtDef}, N{bac.g=M num=SG}*	ləbak	1	0
DET{ArtDef}, N{bac.g=M num=SG}*	ləbak	1	0
DET{ArtDef}, N{bac.g=M num=SG}*	ləbak	1	0
DET{ArtDef}, N{bac.g=M num=SG}*	ləbak	1	0
DET{ArtDef}, N{bac.g=M num=SG}*	ləbak	1	0
DET{ArtDef}, N{bac.g=M num=SG}*	ləbak	1	0
DET{ArtDef}, N{baffe.g=F num=SG}*	labaf	1	0
DET{ArtDef}, N{bagnole.g=F num=SG}*	labaɲɔl	1	0
DET{ArtDef}, N{baguette.g=F num=SG}*	labagɛt	1	0
DET{ArtDef}, N{bain.g=M num=SG}*	ləb3	1	0
DET{ArtDef}, N{balance.g=F num=SG}*	labal&s	1	0
DET{ArtDef}, N{balance.g=F num=SG}*	labal&s	1	0
DET{ArtDef}, N{bande.g=F num=SG}*	lab&d	1	0
DET{ArtDef}, N{banlieue.g=F num=SG}*	lab&ljø	1	0
DET{ArtDef}, N{banque.g=F num=PL}*	leb&k	1	0
DET{ArtDef}, N{banque.g=F num=SG}*	lab&k	1	0
DET{ArtDef}, N{banquet.g=M num=PL}*	leb&kɛ	1	0
DET{ArtDef}, N{banquet.g=M num=PL}*	leb&kɛ	1	0
DET{ArtDef}, N{banquet.g=M num=SG}*	ləb&kɛ	1	0
DET{ArtDef}, N{barrage.g=M num=SG}*	ləbaʁaʒ	1	0
DET{ArtDef}, N{bas.g=M num=SG}*	ləba	1	0
DET{ArtDef}, N{base.g=F num=SG}*	labaz	1	0
DET{ArtDef}, N{base.g=F num=SG}*	labaz	1	0
DET{ArtDef}, N{base.g=F num=SG}*	labaz	1	0
DET{ArtDef}, N{base.g=F num=SG}*	labaz	1	0
